Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ireland,IRL,2008,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,37074.2721062168
Ireland,IRL,2007,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,39381.3437658431
Ireland,IRL,2006,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,38904.6416167434
Ireland,IRL,2005,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,38135.9399414472
Ireland,IRL,2004,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,36965.0439525594
Ireland,IRL,2003,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,36873.8702995276
Ireland,IRL,2002,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,35484.2002459524
Ireland,IRL,2001,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,34912.0030740983
Ireland,IRL,2000,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,34106.2372237547
Ireland,IRL,1999,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,31461.0730292216
Ireland,IRL,1998,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,29967.0779846516
Ireland,IRL,1997,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,27717.3812492772
Ireland,IRL,1996,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,25546.2427222158
Ireland,IRL,1995,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,23968.6315850702
Ireland,IRL,1994,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,22340.2727107943
Ireland,IRL,1993,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,21372.3255429913
Ireland,IRL,1992,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,20493.2937272251
Ireland,IRL,1991,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,20372.2154153483
Ireland,IRL,1990,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,20393.689195413
Ireland,IRL,1989,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,19152.3502748268
Ireland,IRL,1988,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,18167.738516904
Ireland,IRL,1987,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,17549.1774466041
Ireland,IRL,1986,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,17027.4081520752
Ireland,IRL,1985,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16558.8857380569
Ireland,IRL,1984,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16272.0110303541
Ireland,IRL,1983,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16092.2830532364
Ireland,IRL,1982,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16165.4039337008
Ireland,IRL,1981,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16125.1209044951
Ireland,IRL,1980,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,15881.2323889866
Ireland,IRL,1979,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16274.7426598198
Ireland,IRL,1978,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,16426.1890772561
Ireland,IRL,1977,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,15815.8154591684
Ireland,IRL,1976,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,15254.1847991393
Ireland,IRL,1975,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,15152.8278719444
Ireland,IRL,1974,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,14591.6078703278
Ireland,IRL,1973,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,15698.9994173927
Ireland,IRL,1972,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,14976.8982015525
Ireland,IRL,1971,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,13849.731385431
Ireland,IRL,1970,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,13417.7523570538
Ireland,IRL,2017,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-1.42376142711007
Ireland,IRL,2016,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,7.34174358010351
Ireland,IRL,2015,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.40223871237751
Ireland,IRL,2014,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,7.13427681853851
Ireland,IRL,2013,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,6.36334624219231
Ireland,IRL,2012,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-0.973084793584462
Ireland,IRL,2011,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-1.94352606004026
Ireland,IRL,2010,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.15087674368822
Ireland,IRL,2009,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-9.83866374072129
Ireland,IRL,2008,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-5.85828577446166
Ireland,IRL,2007,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.2253091900851
Ireland,IRL,2006,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.01568828899059
Ireland,IRL,2005,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.16757634696859
Ireland,IRL,2004,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.247258159480296
Ireland,IRL,2003,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.91630653626949
Ireland,IRL,2002,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.63896975673292
Ireland,IRL,2001,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.36251758016391
Ireland,IRL,2000,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,8.40773673573128
Ireland,IRL,1999,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.98545452224317
Ireland,IRL,1998,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,8.11655587207784
Ireland,IRL,1997,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,8.49885656638385
Ireland,IRL,1996,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,6.58198250303246
Ireland,IRL,1995,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,7.28889434500547
Ireland,IRL,1994,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.52897447147691
Ireland,IRL,1993,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.28936327886835
Ireland,IRL,1992,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.5943306086658
Ireland,IRL,1991,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-0.105296201481636
Ireland,IRL,1990,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,6.48139211519012
Ireland,IRL,1989,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,5.41956147710232
Ireland,IRL,1988,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.52472970418094
Ireland,IRL,1987,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.0642907591627
Ireland,IRL,1986,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.82943201269543
Ireland,IRL,1985,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.76299479620366
Ireland,IRL,1984,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.11685816439568
Ireland,IRL,1983,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-0.452329436148148
Ireland,IRL,1982,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.249815362280188
Ireland,IRL,1981,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.53570270577757
Ireland,IRL,1980,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-2.41792008057237
Ireland,IRL,1979,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-0.921981457318026
Ireland,IRL,1978,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.85926112797377
Ireland,IRL,1977,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.68181366244372
Ireland,IRL,1976,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.668897766486111
Ireland,IRL,1975,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.8461834131235
Ireland,IRL,1974,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-7.05389889904745
Ireland,IRL,1973,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.82143369155952
Ireland,IRL,1972,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,8.13854640752989
Ireland,IRL,1971,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.21945894425507
Ireland,IRL,2017,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,42146024674.081
Ireland,IRL,2016,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,45021599273.5913
Ireland,IRL,2015,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,33903863813.26
Ireland,IRL,2014,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,35048067049.1276
Ireland,IRL,2013,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,27262294206.4883
Ireland,IRL,2012,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,16504528458.2574
Ireland,IRL,2011,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,16241101246.8696
Ireland,IRL,2010,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,16325860468.8635
Ireland,IRL,2009,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,13567682644.1965
Ireland,IRL,2008,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,25293726462.9333
Ireland,IRL,2007,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,36632519978.7414
Ireland,IRL,2006,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,37800938991.5126
Ireland,IRL,2005,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,36568541675.607
Ireland,IRL,2017,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,15.9644032856367
Ireland,IRL,2016,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.22736812696
Ireland,IRL,2015,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,15.1356534880625
Ireland,IRL,2014,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,16.0036835840765
Ireland,IRL,2013,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,13.4961852507368
Ireland,IRL,2012,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,9.06842222981175
Ireland,IRL,2011,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,8.41507836625368
Ireland,IRL,2010,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,8.77734433809863
Ireland,IRL,2009,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,6.88714855035354
Ireland,IRL,2008,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,10.6276161608964
Ireland,IRL,2007,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,15.6549230678382
Ireland,IRL,2006,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.529872054663
Ireland,IRL,2005,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,19.9828096588016
Ireland,IRL,2017,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,42260676892.7365
Ireland,IRL,2016,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,45123780053.1517
Ireland,IRL,2015,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,34005774201.8126
Ireland,IRL,2014,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,35151998874.3084
Ireland,IRL,2013,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,27369857911.5599
Ireland,IRL,2012,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,16607719008.7899
Ireland,IRL,2011,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,16355147006.7054
Ireland,IRL,2010,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,16430832937.1485
Ireland,IRL,2009,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,13692801285.5526
Ireland,IRL,2008,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,25430554105.2921
Ireland,IRL,2007,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,36755892988.016
Ireland,IRL,2006,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,37906953124.6995
Ireland,IRL,2005,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,36668288900.4752
Ireland,IRL,2017,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,16.0078321563396
Ireland,IRL,2016,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,18.2687368636242
Ireland,IRL,2015,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,15.1811491972378
Ireland,IRL,2014,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,16.051141038497
Ireland,IRL,2013,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,13.5494346096831
Ireland,IRL,2012,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,9.12512033449992
Ireland,IRL,2011,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,8.47416943352614
Ireland,IRL,2010,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,8.83378114900455
Ireland,IRL,2009,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,6.95066055104192
Ireland,IRL,2008,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,10.6851067669294
Ireland,IRL,2007,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,15.7076465760752
Ireland,IRL,2006,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,18.5818397670095
Ireland,IRL,2005,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,20.0373163390575
Ireland,IRL,2018,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,362634533700.473
Ireland,IRL,2017,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,332929615677.071
Ireland,IRL,2016,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,309067122117.391
Ireland,IRL,2015,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,297588248296.833
Ireland,IRL,2014,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,204244359797.209
Ireland,IRL,2013,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,181983519628.967
Ireland,IRL,2012,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,177048619831.547
Ireland,IRL,2011,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,181805269673.702
Ireland,IRL,2010,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,172796622600
Ireland,IRL,2009,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,168650406044.934
Ireland,IRL,2008,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,163501816691.182
Ireland,IRL,2007,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,168204391783.599
Ireland,IRL,2006,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,153723465400.436
Ireland,IRL,2005,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,146341045981.886
Ireland,IRL,2004,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,136409905052.075
Ireland,IRL,2003,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,135330251356.208
Ireland,IRL,2002,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,139116662407.19
Ireland,IRL,2001,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,127955085564.415
Ireland,IRL,2000,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,110820630654.176
Ireland,IRL,1999,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,91549625703.6483
Ireland,IRL,1998,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,79244845527.9893
Ireland,IRL,1997,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,63954014925.4843
Ireland,IRL,1996,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,54237193744.3068
Ireland,IRL,1995,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,48212691131.9488
Ireland,IRL,1994,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,40936484937.4485
Ireland,IRL,1993,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,36337760898.203
Ireland,IRL,1992,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,32418898894.6653
Ireland,IRL,1991,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,28680344897.2636
Ireland,IRL,1990,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,27860014819.9264
Ireland,IRL,1989,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,26843349098.2341
Ireland,IRL,1988,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,24078599766.6706
Ireland,IRL,1987,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,22243775456.1188
Ireland,IRL,1986,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,19728640494.5179
Ireland,IRL,1985,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,18376314177.4021
Ireland,IRL,1984,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,17153147599.6742
Ireland,IRL,1983,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,14893776483.7945
Ireland,IRL,1982,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,13003962319.6108
Ireland,IRL,1981,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,11962317909.4155
Ireland,IRL,1980,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,11957912575.5405
Ireland,IRL,1979,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,11974418114.0224
Ireland,IRL,1978,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,11670484693.6363
Ireland,IRL,1977,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,10205020876.4318
Ireland,IRL,1976,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,9107584662.22079
Ireland,IRL,1975,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,8149217230.17142
Ireland,IRL,1974,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,7715631951.83416
Ireland,IRL,1973,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,8990812626.13742
Ireland,IRL,1972,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,7715217650.47035
Ireland,IRL,1971,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,7059788431.90495
Ireland,IRL,1970,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,6662636047.80961
Ireland,IRL,1969,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,6105959140.95865
Ireland,IRL,1968,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,5732974728.08478
Ireland,IRL,1967,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,5342162068.34482
Ireland,IRL,1966,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,4799695945.23543
Ireland,IRL,1965,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,4267675415.68302
Ireland,IRL,1964,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,3944243310.09452
Ireland,IRL,1963,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,3528070135.26525
Ireland,IRL,1962,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,3213927934.41663
Ireland,IRL,1961,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,3204023250.01458
Ireland,IRL,1960,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,2766620045.69413
Ireland,IRL,2018,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.818947161587261
Ireland,IRL,2017,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.12921609000468
Ireland,IRL,2016,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.299570316855508
Ireland,IRL,2015,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.78956082758214
Ireland,IRL,2014,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.110803708396801
Ireland,IRL,2013,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.22754296151292
Ireland,IRL,2012,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.27967246069267
Ireland,IRL,2011,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.49643910437034
Ireland,IRL,2010,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-3.14531565680014
Ireland,IRL,2009,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-4.56221207236861
Ireland,IRL,2008,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.317246930988389
Ireland,IRL,2007,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.21059170187219
Ireland,IRL,2006,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.45421822034851
Ireland,IRL,2005,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.11627427924159
Ireland,IRL,2004,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.517493064406153
Ireland,IRL,2003,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.9201397524244
Ireland,IRL,2002,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.24945708262416
Ireland,IRL,2001,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.88639673928557
Ireland,IRL,2000,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.90278035675462
Ireland,IRL,1999,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.35891232992209
Ireland,IRL,1998,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.52657869996793
Ireland,IRL,1997,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.87842557602127
Ireland,IRL,1996,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.25805518862983
Ireland,IRL,1995,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.03399603415879
Ireland,IRL,1994,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.69453178295704
Ireland,IRL,1993,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.17575260013797
Ireland,IRL,1992,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.812219614076
Ireland,IRL,1991,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.8013963724933
Ireland,IRL,1990,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.72918466237158
Ireland,IRL,1989,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.52176450623692
Ireland,IRL,1988,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.24631273667106
Ireland,IRL,1987,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.19741122298403
Ireland,IRL,1986,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.54969588065137
Ireland,IRL,1985,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.18632734256322
Ireland,IRL,1984,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.37927137494441
Ireland,IRL,1983,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.7088783691947
Ireland,IRL,1982,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,15.1821591523236
Ireland,IRL,1981,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,17.4425444139152
Ireland,IRL,1980,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,14.7047979179568
Ireland,IRL,1979,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,13.676063622761
Ireland,IRL,1978,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.5264480685862
